query,label,optimization_time
"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it ON it.id = mi.info_type_id AND it.info = 'release dates' AND mi.info IS NOT NULL AND (mi.info LIKE 'Japan:%200%' OR mi.info LIKE 'USA:%200%') JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_mc ON t.id = cn_mc.mc_movie_id AND cn_mc.mc_movie_id = mi.movie_id JOIN (SELECT rt.id AS rt_id, chn.id AS chn_id, n.id AS n_id, ci.person_role_id AS ci_person_role_id, ci.person_id AS ci_person_id, ci.role_id AS ci_role_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actress' AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'f' AND n.name LIKE '%An%' JOIN char_name AS chn ON chn.id = ci.person_role_id) AS chn_ci_n_rt ON t.id = chn_ci_n_rt.ci_movie_id AND cn_mc.mc_movie_id = chn_ci_n_rt.ci_movie_id AND mi.movie_id = chn_ci_n_rt.ci_movie_id JOIN aka_name AS an ON chn_ci_n_rt.n_id = an.person_id AND chn_ci_n_rt.ci_person_id = an.person_id",19c,0.008343
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note NOT LIKE '%(TV)%' AND mc.note LIKE '%(USA)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 1990 JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it.id AS it_id FROM movie_info AS mi JOIN info_type AS it ON it.id = mi.info_type_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American')) AS it_mi ON t.id = it_mi.mi_movie_id AND mc.movie_id = it_mi.mi_movie_id",5c,0.004288
"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' AND mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War') JOIN title AS t ON t.id = mi.movie_id JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')) AS k_mk ON t.id = k_mk.mk_movie_id AND mi.movie_id = k_mk.mk_movie_id AND it2_mi_idx.mi_idx_movie_id = k_mk.mk_movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.name LIKE 'Lionsgate%') AS cn_mc ON t.id = cn_mc.mc_movie_id AND mi.movie_id = cn_mc.mc_movie_id AND it2_mi_idx.mi_idx_movie_id = cn_mc.mc_movie_id AND k_mk.mk_movie_id = cn_mc.mc_movie_id JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')) AS ci_n ON t.id = ci_n.ci_movie_id AND ci_n.ci_movie_id = mi.movie_id AND ci_n.ci_movie_id = it2_mi_idx.mi_idx_movie_id AND ci_n.ci_movie_id = k_mk.mk_movie_id AND ci_n.ci_movie_id = cn_mc.mc_movie_id",31c,0.008659
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id AND t.episode_nr >= 50 AND t.episode_nr < 100 JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]') AS cn_mc ON t.id = cn_mc.mc_movie_id AND cn_mc.mc_movie_id = mk.movie_id JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id) AS ci_n ON ci_n.ci_movie_id = t.id AND ci_n.ci_movie_id = cn_mc.mc_movie_id AND ci_n.ci_movie_id = mk.movie_id JOIN aka_name AS an ON an.person_id = ci_n.n_id AND an.person_id = ci_n.ci_person_id",16a,0.004539
"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info LIKE 'USA:% 200%' JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie') JOIN (SELECT cc.movie_id AS cc_movie_id, cc.status_id AS cc_status_id, cct1.id AS cct1_id FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.id = cc.status_id AND cct1.kind = 'complete+verified') AS cc_cct1 ON t.id = cc_cct1.cc_movie_id AND mi.movie_id = cc_cct1.cc_movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND mi.movie_id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = cc_cct1.cc_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('nerd', 'loner', 'alienation', 'dignity')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi.movie_id AND k_mk.mk_movie_id = cn_ct_mc.mc_movie_id AND k_mk.mk_movie_id = cc_cct1.cc_movie_id",23b,0.009498
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(200%)%' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code <> '[us]' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2008 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '7.0') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mc.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = it2_mi_idx.mi_idx_movie_id AND k_mk.mk_movie_id = mc.movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it1.id AS it1_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' AND mi.info IN ('Germany', 'German', 'USA', 'American')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND k_mk.mk_movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = it2_mi_idx.mi_idx_movie_id AND it1_mi.mi_movie_id = mc.movie_id",22a,0.009348
"SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON n.id = an.person_id AND n.gender = 'f' JOIN (SELECT rt.id AS rt_id, chn.id AS chn_id, ci.person_role_id AS ci_person_role_id, ci.person_id AS ci_person_id, ci.role_id AS ci_role_id, ci.movie_id AS ci_movie_id, t.id AS t_id FROM cast_info AS ci JOIN role_type AS rt ON rt.id = ci.role_id AND rt.role = 'actress' AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN title AS t ON t.id = ci.movie_id AND t.production_year > 2000 JOIN char_name AS chn ON chn.id = ci.person_role_id) AS chn_ci_rt_t ON n.id = chn_ci_rt_t.ci_person_id AND chn_ci_rt_t.ci_person_id = an.person_id JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_mc ON chn_ci_rt_t.t_id = cn_mc.mc_movie_id AND cn_mc.mc_movie_id = chn_ci_rt_t.ci_movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it.id AS it_id FROM movie_info AS mi JOIN info_type AS it ON it.id = mi.info_type_id AND it.info = 'release dates') AS it_mi ON chn_ci_rt_t.t_id = it_mi.mi_movie_id AND cn_mc.mc_movie_id = it_mi.mi_movie_id AND it_mi.mi_movie_id = chn_ci_rt_t.ci_movie_id",19d,0.006464
"SELECT COUNT(*) FROM movie_info_idx AS miidx JOIN info_type AS it ON it.id = miidx.info_type_id AND it.info = 'rating' JOIN title AS t ON miidx.movie_id = t.id AND t.title <> '' AND (t.title LIKE 'Champion%' OR t.title LIKE 'Loser%') JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mc.company_id AS mc_company_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON cn_ct_mc.mc_movie_id = t.id AND miidx.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it2.id AS it2_id FROM movie_info AS mi JOIN info_type AS it2 ON it2.id = mi.info_type_id AND it2.info = 'release dates') AS it2_mi ON it2_mi.mi_movie_id = t.id AND it2_mi.mi_movie_id = miidx.movie_id AND it2_mi.mi_movie_id = cn_ct_mc.mc_movie_id",13c,0.007
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON mc.company_id = cn.id) AS cn_mc ON t.id = cn_mc.mc_movie_id AND cn_mc.mc_movie_id = mk.movie_id JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'Z%') AS ci_n ON ci_n.ci_movie_id = t.id AND ci_n.ci_movie_id = cn_mc.mc_movie_id AND ci_n.ci_movie_id = mk.movie_id",17b,0.003498
"SELECT COUNT(*) FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind = 'complete+verified' JOIN title AS t ON t.id = cc.movie_id JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND it2_mi_idx.mi_idx_movie_id = cc.movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it1.id AS it1_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' AND mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = it2_mi_idx.mi_idx_movie_id AND it1_mi.mi_movie_id = cc.movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')) AS k_mk ON t.id = k_mk.mk_movie_id AND it1_mi.mi_movie_id = k_mk.mk_movie_id AND it2_mi_idx.mi_idx_movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm' AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')) AS ci_n ON t.id = ci_n.ci_movie_id AND ci_n.ci_movie_id = it1_mi.mi_movie_id AND ci_n.ci_movie_id = it2_mi_idx.mi_idx_movie_id AND ci_n.ci_movie_id = k_mk.mk_movie_id AND ci_n.ci_movie_id = cc.movie_id",30c,0.009904
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2000 JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%') AS ci_n ON t.id = ci_n.ci_movie_id AND ci_n.ci_movie_id = mk.movie_id",6d,0.00268
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follow%' JOIN title AS t ON ml.movie_id = t.id AND t.production_year BETWEEN 1950 AND 2010 JOIN (SELECT cc.subject_id AS cc_subject_id, cc.movie_id AS cc_movie_id, cc.status_id AS cc_status_id, cct1.id AS cct1_id, cct2.id AS cct2_id FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind LIKE 'complete%') AS cc_cct1_cct2 ON t.id = cc_cct1_cct2.cc_movie_id AND ml.movie_id = cc_cct1_cct2.cc_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc_cct1_cct2.cc_movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' AND mc.note IS NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%')) AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND ml.movie_id = cn_ct_mc.mc_movie_id AND k_mk.mk_movie_id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = cc_cct1_cct2.cc_movie_id JOIN movie_info AS mi ON mi.movie_id = t.id AND ml.movie_id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND cn_ct_mc.mc_movie_id = mi.movie_id AND mi.movie_id = cc_cct1_cct2.cc_movie_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'English')",27c,0.010574
"SELECT COUNT(*) FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.id = cc.subject_id AND cct1.kind = 'cast' JOIN comp_cast_type AS cct2 ON cct2.id = cc.status_id AND cct2.kind LIKE '%complete%' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind = 'movie' JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id JOIN (SELECT chn.id AS chn_id, n.id AS n_id, ci.person_role_id AS ci_person_role_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN char_name AS chn ON chn.id = ci.person_role_id AND chn.name IS NOT NULL AND (chn.name LIKE '%man%' OR chn.name LIKE '%Man%') JOIN name AS n ON n.id = ci.person_id) AS chn_ci_n ON t.id = chn_ci_n.ci_movie_id AND k_mk.mk_movie_id = chn_ci_n.ci_movie_id AND chn_ci_n.ci_movie_id = cc.movie_id",20c,0.006059
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2000 AND (t.title LIKE '%Freddy%' OR t.title LIKE '%Jason%' OR t.title LIKE 'Saw%') JOIN (SELECT mc.company_id AS mc_company_id, mc.movie_id AS mc_movie_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.name LIKE 'Lionsgate%' AND mc.note LIKE '%(Blu-ray)%') AS cn_mc ON t.id = cn_mc.mc_movie_id AND mi_idx.movie_id = cn_mc.mc_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')) AS k_mk ON t.id = k_mk.mk_movie_id AND mi_idx.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cn_mc.mc_movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it1.id AS it1_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' AND mi.info IN ('Horror', 'Thriller')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = mi_idx.movie_id AND it1_mi.mi_movie_id = k_mk.mk_movie_id AND it1_mi.mi_movie_id = cn_mc.mc_movie_id JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm' AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')) AS ci_n ON t.id = ci_n.ci_movie_id AND ci_n.ci_movie_id = it1_mi.mi_movie_id AND ci_n.ci_movie_id = mi_idx.movie_id AND ci_n.ci_movie_id = k_mk.mk_movie_id AND ci_n.ci_movie_id = cn_mc.mc_movie_id",31b,0.011803
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IS NOT NULL AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it1.id AS it1_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND mk.movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = it2_mi_idx.mi_idx_movie_id",14c,0.007179
"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2005 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.movie_id AS mi_idx_movie_id, mi_idx.info_type_id AS mi_idx_info_type_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '8.5') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mk.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it1.id AS it1_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries' AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Danish', 'Norwegian', 'German', 'USA', 'American')) AS it1_mi ON t.id = it1_mi.mi_movie_id AND mk.movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code <> '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND mk.movie_id = cn_ct_mc.mc_movie_id AND it1_mi.mi_movie_id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = it2_mi_idx.mi_idx_movie_id",22d,0.008489
"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates' AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2000 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie') JOIN (SELECT cc.movie_id AS cc_movie_id, cc.status_id AS cc_status_id, cct1.id AS cct1_id FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.id = cc.status_id AND cct1.kind = 'complete+verified') AS cc_cct1 ON t.id = cc_cct1.cc_movie_id AND mi.movie_id = cc_cct1.cc_movie_id JOIN (SELECT mc.company_id AS mc_company_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND mi.movie_id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = cc_cct1.cc_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi.movie_id AND k_mk.mk_movie_id = cn_ct_mc.mc_movie_id AND k_mk.mk_movie_id = cc_cct1.cc_movie_id",23a,0.007933
"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes' JOIN title AS t ON t.id = mi_idx.movie_id JOIN (SELECT n.id AS n_id, ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm' AND n.name LIKE '%Tim%' AND ci.note IN ('(producer)', '(executive producer)')) AS ci_n ON t.id = ci_n.ci_movie_id AND ci_n.ci_movie_id = mi_idx.movie_id JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it1.id AS it1_id FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'budget') AS it1_mi ON t.id = it1_mi.mi_movie_id AND ci_n.ci_movie_id = it1_mi.mi_movie_id AND it1_mi.mi_movie_id = mi_idx.movie_id",18a,0.006286
"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note LIKE '%(theatrical)%' AND mc.note LIKE '%(France)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2005 JOIN (SELECT mi.info_type_id AS mi_info_type_id, mi.movie_id AS mi_movie_id, it.id AS it_id FROM movie_info AS mi JOIN info_type AS it ON it.id = mi.info_type_id AND mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German')) AS it_mi ON t.id = it_mi.mi_movie_id AND mc.movie_id = it_mi.mi_movie_id",5a,0.004695
"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN title AS t ON ml.movie_id = t.id AND t.production_year > 1950 JOIN (SELECT mc.company_id AS mc_company_id, mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind <> 'production companies' AND ct.kind IS NOT NULL AND mc.note IS NOT NULL JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND ml.movie_id = cn_ct_mc.mc_movie_id JOIN (SELECT mk.keyword_id AS mk_keyword_id, mk.movie_id AS mk_movie_id, k.id AS k_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword IN ('sequel', 'revenge', 'based-on-novel')) AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cn_ct_mc.mc_movie_id",11d,0.006274
